ID,Module,pre/post,Term#,prepost#,Term,Gender#,FirstGen#,FinancialAid#,Race#,International,Application,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q3_9,Q3_10,Q3_11,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q6_12,Q6_13,Q6_14,Q6_15,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q5_10,Q5_11,Q5_12,Q5_13,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q4_14,interest,aspirations,beliefs,selfefficacy
182,ENVS3,pre,4,1,Fall 2022,1,2,2,7,2,2021,5,4,4,5,4,5,5,5,5,5,4,4,4,4,4,4,5,5,4,4,4,5,4,4,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,4,2,4,2,5,4,2,4,2,5,4,5,4
182,ENVS3,post,4,2,Fall 2022,1,2,2,7,2,2021,5,4,4,5,5,4,4,4,4,4,5,4,5,4,4,4,5,4,4,4,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,2,4,4,5,4,4,5,4,4,4,5,4
183,ENVS3,pre,4,1,Fall 2022,1,2,1,7,2,2021,4,5,5,5,5,4,5,5,4,5,4,2,3,3,4,3,4,3,4,4,4,3,4,4,4,2,5,3,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,3,4,3,4,5,4,4,4,4,4,5,4,4,4
183,ENVS3,post,4,2,Fall 2022,1,2,1,7,2,2021,5,5,5,5,5,5,4,4,4,4,4,2,4,3,4,3,3,3,4,3,4,4,4,4,4,3,4,4,4,5,5,4,4,4,4,4,4,4,5,4,5,4,5,4,3,5,5,4,5,4,4,5,4,5,4,4,4
184,ENVS3,pre,4,1,Fall 2022,2,2,1,7,2,2021,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,4,4,4,4,5,5,4,5,5,5,5,5,4
184,ENVS3,post,4,2,Fall 2022,2,2,1,7,2,2021,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,4,5,5,5,5,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5
185,ENVS3,pre,2,1,Fall 2021,1,2,2,2,2,2021,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
185,ENVS3,post,2,2,Fall 2021,1,2,2,2,2,2021,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5
186,ENVS3,pre,4,1,Fall 2022,1,2,1,7,2,2021,4,4,4,4,4,4,3,4,4,4,3,2,4,2,4,3,3,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,4,3,4,4,3,3,4,4,4,4,4
186,ENVS3,post,4,2,Fall 2022,1,2,1,7,2,2021,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,5,4,4,4,4,4,4,4,4
187,ENVS3,pre,2,1,Fall 2021,1,2,2,7,2,2021,5,5,5,5,5,5,5,5,5,5,5,3,5,4,5,5,5,4,5,4,4,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,3,4,5,4,5,5,3,4,4,5,5,5,4
187,ENVS3,post,2,2,Fall 2021,1,2,2,7,2,2021,3,5,5,5,5,5,5,5,5,5,5,2,4,2,5,4,4,4,4,4,3,4,4,4,4,1,5,5,4,4,5,4,4,4,4,5,4,4,5,3,3,3,2,3,2,3,4,3,4,4,2,3,2,5,4,4,3
188,ENVS3,pre,4,1,Fall 2022,1,2,2,7,2,2021,4,4,4,4,4,4,4,5,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,3,3,4,4,3,3,3,4,3,2,4,4,3,4,3,4,3,4,4,4,3
188,ENVS3,post,4,2,Fall 2022,1,2,2,7,2,2021,3,4,4,4,5,4,4,4,5,4,4,5,4,5,5,4,5,5,5,4,4,5,5,5,4,4,5,4,5,5,5,5,4,4,4,5,4,5,5,4,4,4,4,4,4,4,5,5,4,3,4,4,4,4,5,5,4
189,ENVS3,pre,2,1,Fall 2021,2,2,2,7,2,2021,2,5,4,5,5,5,4,5,4,5,5,3,4,4,4,4,4,5,5,2,5,4,4,4,5,2,5,5,5,5,5,4,5,5,4,5,5,5,5,2,3,1,2,2,1,1,4,1,4,4,1,1,2,5,4,5,2
189,ENVS3,post,2,2,Fall 2021,2,2,2,7,2,2021,5,5,5,5,5,5,5,5,4,5,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,5,4,4,5,4,4,4,5,5,5,5,5,4,4,3,2,2,3,3,5,4,4,4,2,4,3,5,4,5,4
190,ENVS3,pre,2,1,Fall 2021,1,2,1,7,2,2021,1,5,3,4,4,5,3,4,4,5,4,2,4,2,4,4,4,3,4,3,4,4,4,4,4,3,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,2,5,4,4,4,5,5
190,ENVS3,post,2,2,Fall 2021,1,2,1,7,2,2021,4,5,5,5,4,5,4,5,4,5,5,3,4,4,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,4,4,5,5,5,5,5
191,ENVS3,pre,2,1,Fall 2021,1,2,2,7,2,2021,4,4,4,3,4,4,4,3,3,4,3,1,3,1,3,2,1,2,2,2,2,3,3,3,2,1,3,4,3,4,4,3,4,4,4,1,1,4,4,3,3,4,4,3,4,3,4,3,4,4,4,4,3,4,2,4,4
191,ENVS3,post,2,2,Fall 2021,1,2,2,7,2,2021,4,4,2,4,4,4,4,4,2,4,4,2,2,2,2,2,2,4,2,3,2,4,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4
192,ENVS3,pre,4,1,Fall 2022,1,2,2,7,2,2021,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,2,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4
192,ENVS3,post,4,2,Fall 2022,1,2,2,7,2,2021,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4
193,ENVS3,pre,2,1,Fall 2021,2,2,1,7,2,2021,3,5,4,4,4,4,3,4,3,4,4,2,2,2,5,2,4,3,4,2,4,5,4,4,4,1,4,3,5,5,5,3,5,4,5,5,4,5,5,3,3,3,2,3,4,2,4,4,4,4,2,2,4,4,4,5,3
193,ENVS3,post,2,2,Fall 2021,2,2,1,7,2,2021,3,4,4,4,4,4,3,3,3,3,3,1,2,2,2,3,2,2,4,4,4,4,4,2,2,1,5,4,4,4,4,4,4,4,5,4,4,4,5,3,2,2,2,2,2,2,3,3,3,4,2,2,2,3,2,4,2
194,ENVS3,pre,2,1,Fall 2021,1,2,2,7,2,2021,5,5,5,5,5,5,4,5,4,5,4,2,5,2,5,5,5,2,5,5,5,5,5,5,5,2,5,4,5,5,5,5,5,4,5,5,5,5,5,4,4,5,3,4,4,3,4,3,4,4,3,4,3,5,5,5,4
194,ENVS3,post,2,2,Fall 2021,1,2,2,7,2,2021,5,5,4,4,5,4,4,5,4,5,4,4,4,3,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,4,5,5,5,4,4,4,4,4,5,5,5,5,5,4,4,5,5,4,5,5,5
195,ENVS3,pre,2,1,Fall 2021,1,2,1,4,1,2021,5,5,4,5,5,5,5,4,4,5,4,4,4,3,5,5,5,5,4,4,5,4,5,5,5,3,5,5,5,5,5,5,5,4,5,5,5,5,5,2,2,3,2,3,2,3,4,2,4,4,3,2,3,5,5,5,3
195,ENVS3,post,2,2,Fall 2021,1,2,1,4,1,2021,5,5,5,4,5,5,5,4,4,5,4,4,4,4,5,4,4,5,4,4,4,4,4,4,5,3,3,3,4,4,3,4,3,4,4,4,4,4,3,4,4,3,4,3,4,4,4,3,4,4,4,4,4,5,4,4,4
196,ENVS3,pre,2,1,Fall 2021,1,2,1,4,1,2021,5,5,4,3,5,5,4,5,2,5,4,3,5,3,5,5,4,4,4,3,5,4,4,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,4,2,1,2,5,5,5,5,4,3,2,5,4,5,4
196,ENVS3,post,2,2,Fall 2021,1,2,1,4,1,2021,4,4,4,4,4,5,4,4,4,4,3,2,5,4,2,2,4,2,2,4,3,2,4,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,3,2,3,3,2,3,2,2,2,2,4,2,4,2
197,ENVS3,pre,2,1,Fall 2021,1,2,2,7,2,2021,5,5,5,5,5,5,5,5,3,4,4,2,4,3,4,3,3,4,4,3,4,4,4,4,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,4,4,4,4,5,5,4,3,4,5,4,5,4
197,ENVS3,post,2,2,Fall 2021,1,2,2,7,2,2021,5,5,4,4,4,5,5,5,5,5,5,3,5,4,5,5,4,5,5,4,4,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,5,5,4,4,4,5,5,5,4
198,ENVS3,pre,2,1,Fall 2021,2,2,2,2,2,2021,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,5,5,4,5,5,4,5,5,5,5,5,5
198,ENVS3,post,2,2,Fall 2021,2,2,2,2,2,2021,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,4,5,4,5,5,4,4,5,5,5,5,5
199,ENVS3,pre,2,1,Fall 2021,2,2,2,7,2,2021,3,5,4,3,4,4,4,4,2,4,4,2,3,3,5,3,3,3,4,2,3,4,4,5,4,2,4,5,5,4,5,3,5,5,5,4,4,5,4,4,3,4,3,3,3,2,4,4,4,4,2,4,2,4,3,5,4
199,ENVS3,post,2,2,Fall 2021,2,2,2,7,2,2021,3,4,3,2,3,3,2,3,3,4,4,2,4,2,4,4,3,2,4,2,4,4,3,4,4,2,4,5,4,5,4,3,4,4,5,4,4,4,4,3,2,4,4,3,3,3,4,4,4,4,3,4,4,3,4,4,4
200,ENVS3,pre,2,1,Fall 2021,1,2,2,7,2,2021,3,5,5,3,4,5,4,4,4,5,5,2,4,3,5,4,5,4,5,3,5,5,4,5,5,3,4,3,3,4,4,5,4,4,5,2,4,3,5,4,2,4,4,2,2,4,4,3,4,3,2,3,3,4,4,4,3
200,ENVS3,post,2,2,Fall 2021,1,2,2,7,2,2021,2,4,3,3,4,4,3,3,3,3,2,1,4,1,4,3,3,3,4,2,3,3,4,4,4,2,2,3,3,4,4,2,4,4,4,3,3,3,4,2,2,3,2,2,3,3,3,2,3,4,2,2,2,3,3,3,2
201,ENVS3,pre,2,1,Fall 2021,2,2,2,7,2,2021,3,4,5,3,5,4,4,5,4,4,4,3,4,4,5,4,4,4,4,3,4,4,4,5,4,2,4,5,3,4,5,4,5,4,5,5,4,4,5,4,5,4,4,3,4,2,4,4,4,5,4,3,3,4,4,4,4
201,ENVS3,post,2,2,Fall 2021,2,2,2,7,2,2021,4,4,4,3,4,4,4,4,3,4,4,3,5,3,5,4,3,4,4,3,4,4,4,4,4,2,5,4,5,5,5,4,5,5,4,4,4,4,5,5,4,4,3,4,4,2,4,5,4,4,5,4,3,4,4,5,4
202,ENVS3,pre,4,1,Fall 2022,1,2,1,1,2,2021,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5
202,ENVS3,post,4,2,Fall 2022,1,2,1,1,2,2021,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
203,ENVS3,pre,4,1,Fall 2022,2,2,2,7,2,2021,2,4,5,5,5,5,4,5,4,4,4,3,4,4,4,3,5,5,4,3,5,5,5,5,3,3,5,5,4,5,5,5,5,5,5,5,4,4,5,4,4,3,4,3,4,4,4,4,5,4,4,4,3,4,4,5,4
203,ENVS3,post,4,2,Fall 2022,2,2,2,7,2,2021,5,4,5,5,4,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,4,4,4,4,4,4,2,5,5,5,4
204,ENVS3,pre,4,1,Fall 2022,1,2,1,7,2,2021,5,5,5,5,5,5,5,5,5,5,3,4,4,1,4,4,2,1,4,2,1,4,4,4,2,2,4,4,4,4,5,4,5,4,4,4,4,5,5,4,4,4,5,4,4,3,4,4,5,4,4,4,4,5,4,4,4
204,ENVS3,post,4,2,Fall 2022,1,2,1,7,2,2021,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
205,ENVS3,pre,4,1,Fall 2022,2,2,1,7,2,2021,4,4,4,4,4,4,4,4,4,4,4,2,3,2,4,3,3,3,3,2,4,4,3,4,2,2,3,4,4,5,5,3,4,5,5,3,4,4,4,4,3,4,4,3,2,2,3,3,4,4,3,2,2,4,3,4,3
205,ENVS3,post,4,2,Fall 2022,2,2,1,7,2,2021,4,5,4,4,4,4,4,5,4,4,4,3,3,3,5,4,4,4,5,4,5,5,4,5,3,3,4,5,5,5,5,4,5,5,5,4,5,5,5,4,5,4,5,4,4,4,5,5,5,5,4,4,4,4,4,5,4
206,ENVS3,pre,2,1,Fall 2021,1,2,2,7,2,2021,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,4,4,4,5,3,4,3,4,4,4,3,4,3,3,3,4,3,4,4,3,3,3,3,3,3,4,3,3,4,3
206,ENVS3,post,2,2,Fall 2021,1,2,2,7,2,2021,3,4,4,4,3,3,4,3,4,4,4,4,3,3,4,4,4,3,4,4,4,4,4,4,3,3,4,3,3,3,4,4,3,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4
207,ENVS3,pre,2,1,Fall 2021,1,2,2,5,2,2021,4,4,4,3,4,4,3,4,3,3,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,5,4,4,5,4,4,5,5,4,5,5,5,3,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,5,4
207,ENVS3,post,2,2,Fall 2021,1,2,2,5,2,2021,4,4,4,5,4,4,5,5,3,3,4,2,4,4,4,4,3,4,4,4,5,5,5,5,4,3,4,5,4,4,5,3,4,4,5,3,4,4,4,4,3,3,4,3,4,4,4,3,3,3,4,4,5,4,4,4,4
208,ENVS3,pre,4,1,Fall 2022,1,2,1,7,2,2021,5,5,4,4,4,5,4,5,5,5,5,2,4,3,5,4,4,5,4,3,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,5,4,5,5,4,5,3,5,4,5,5
208,ENVS3,post,4,2,Fall 2022,1,2,1,7,2,2021,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,5,5,4,5,3,5,5,5,5
209,ENVS3,pre,2,1,Fall 2021,2,2,1,7,2,2021,2,5,4,2,3,3,2,5,2,4,3,1,5,2,4,4,4,4,3,4,4,4,4,4,3,2,4,4,3,4,4,4,5,4,4,4,4,4,5,3,4,4,4,4,4,2,3,4,4,4,4,2,2,3,4,4,4
209,ENVS3,post,2,2,Fall 2021,2,2,1,7,2,2021,2,4,3,2,3,3,2,4,2,3,3,3,3,3,4,3,4,3,3,3,3,3,4,3,3,2,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,3,3,3,3,3,4,4,3,4,3,3,3,4,3
210,ENVS3,pre,2,1,Fall 2021,1,2,2,2,1,2021,3,5,5,4,5,5,5,3,4,4,4,3,4,3,4,3,3,4,4,4,4,5,4,4,4,3,5,5,4,5,4,4,5,4,4,5,5,4,5,3,4,3,3,3,4,3,3,3,3,4,3,3,4,4,4,5,3
210,ENVS3,post,2,2,Fall 2021,1,2,2,2,1,2021,4,4,4,4,5,5,5,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,5,4,4,3,3,3,4,3,4,4,4,4,3,4,4,4,4,4,4
211,ENVS3,pre,4,1,Fall 2022,1,2,2,7,2,2021,4,5,5,4,5,4,5,5,4,4,5,3,4,3,4,4,4,4,5,4,5,5,5,4,5,4,4,5,4,4,4,4,4,3,5,5,4,4,4,5,4,5,5,5,4,5,5,5,5,5,5,4,4,5,4,4,5
211,ENVS3,post,4,2,Fall 2022,1,2,2,7,2,2021,4,5,4,4,5,5,4,4,5,5,5,2,4,2,2,3,4,4,4,3,4,4,4,4,4,3,5,5,5,5,5,5,4,5,5,5,5,5,4,5,4,4,4,4,4,4,5,5,5,4,5,4,4,5,4,5,4
212,ENVS3,pre,4,1,Fall 2022,1,2,1,5,2,2021,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,3,5,4,5,5,5,5,4,4,5,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4
212,ENVS3,post,4,2,Fall 2022,1,2,1,5,2,2021,4,4,4,3,4,4,4,4,4,4,4,3,4,4,5,4,4,5,4,4,4,5,4,4,4,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,4,5,5,4,4,4,5,4,5,5,4,4,5,5
213,ENVS3,pre,2,1,Fall 2021,2,2,1,7,2,2021,2,4,5,2,4,4,4,4,2,5,4,2,4,2,4,3,3,4,5,2,4,4,4,4,4,1,5,5,5,5,5,4,5,4,4,5,5,5,5,3,2,3,1,2,1,2,4,3,4,4,2,3,2,4,4,5,3
213,ENVS3,post,2,2,Fall 2021,2,2,1,7,2,2021,3,4,4,3,4,4,4,4,3,5,4,2,4,3,5,4,3,4,4,3,4,4,4,5,4,2,5,4,5,5,5,5,5,5,5,5,4,5,5,3,4,3,2,3,2,2,3,3,4,4,3,3,4,4,4,5,3
214,ENVS3,pre,2,1,Fall 2021,1,2,1,2,2,2021,4,4,3,3,4,4,4,4,3,4,2,1,3,1,5,3,3,2,3,1,3,5,3,4,4,1,5,5,5,5,5,4,5,5,5,5,5,5,4,2,3,4,4,3,3,3,4,2,3,4,3,4,2,4,3,5,3
214,ENVS3,post,2,2,Fall 2021,1,2,1,2,2,2021,5,5,2,1,3,3,2,3,3,4,1,1,3,1,5,2,3,3,1,1,3,2,1,3,4,1,4,5,5,5,5,4,5,5,5,4,4,5,4,4,3,4,3,4,3,3,4,4,4,4,3,4,3,3,2,5,4
215,ENVS3,pre,2,1,Fall 2021,2,2,2,7,2,2021,4,5,4,3,4,4,4,4,5,5,4,4,4,4,5,4,4,3,4,4,4,3,4,4,5,3,4,5,4,5,5,4,5,4,4,5,5,5,4,3,4,5,4,4,5,3,5,4,4,4,3,3,4,4,4,5,4
215,ENVS3,post,2,2,Fall 2021,2,2,2,7,2,2021,5,5,4,4,5,5,4,5,5,5,5,5,4,5,5,5,4,5,5,5,4,4,5,4,4,4,4,5,4,5,4,5,5,5,4,5,5,5,5,5,5,4,4,5,4,4,5,4,4,5,4,5,5,5,5,5,5
216,ENVS3,pre,2,1,Fall 2021,2,2,2,7,2,2021,4,5,5,4,5,5,5,5,3,5,5,2,4,3,3,3,4,2,4,3,3,4,3,4,3,2,5,5,5,5,5,5,5,5,4,5,5,5,5,4,3,4,4,4,3,3,5,5,4,5,4,4,4,5,3,5,4
216,ENVS3,post,2,2,Fall 2021,2,2,2,7,2,2021,4,5,5,5,5,5,5,5,5,5,5,2,4,3,4,3,4,4,4,3,4,4,4,4,4,2,5,5,5,4,5,5,5,5,5,4,5,5,5,5,4,4,4,5,4,4,5,5,5,5,4,4,5,5,4,5,5
217,ENVS3,pre,2,1,Fall 2021,1,2,2,7,2,2021,3,4,4,4,4,4,4,4,4,4,4,2,4,2,3,4,3,2,4,2,2,4,4,4,4,2,4,3,4,4,4,4,4,4,4,5,4,4,5,4,3,3,3,3,3,2,4,4,4,4,3,4,3,4,3,4,3
217,ENVS3,post,2,2,Fall 2021,1,2,2,7,2,2021,2,3,3,2,3,3,2,3,2,2,2,2,4,2,4,4,4,4,3,2,4,4,4,5,4,1,4,2,4,3,4,5,4,4,4,4,5,5,4,4,4,3,3,3,3,2,3,3,4,4,4,3,3,2,4,4,3
218,ENVS3,pre,2,1,Fall 2021,1,2,1,7,2,2021,4,5,5,4,5,5,5,4,4,5,3,3,4,3,5,4,4,4,5,3,5,5,4,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,4,4,4,5,4,5,5
218,ENVS3,post,2,2,Fall 2021,1,2,1,7,2,2021,4,4,3,4,5,4,3,3,3,5,3,2,3,3,4,3,4,4,4,3,3,4,4,4,4,3,4,5,5,4,5,4,5,5,5,4,5,5,4,5,5,4,5,5,4,4,5,5,5,5,5,4,4,4,4,5,5
219,ENVS3,pre,4,1,Fall 2022,2,2,2,7,1,2021,4,5,4,3,5,5,5,4,3,5,4,3,5,5,5,5,5,5,5,2,5,4,4,5,5,2,5,4,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,4,2,4,5,4,5,5,2,4,4,4,5,5,4
219,ENVS3,post,4,2,Fall 2022,2,2,2,7,1,2021,4,5,5,4,5,5,4,5,3,5,4,4,5,3,5,5,5,4,5,2,4,4,5,5,5,2,5,3,5,5,5,5,5,4,5,5,4,5,4,4,4,4,4,3,2,3,4,4,5,4,4,4,3,5,5,5,4
220,ENVS3,pre,2,1,Fall 2021,1,2,1,7,2,2021,4,4,4,3,5,4,3,4,4,5,4,1,4,3,4,4,3,4,4,2,4,4,4,5,4,2,4,4,5,4,5,4,4,4,5,4,4,5,4,4,4,4,4,3,3,2,4,4,3,4,3,4,2,4,4,4,4
220,ENVS3,post,2,2,Fall 2021,1,2,1,7,2,2021,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,5,5,3,5,5,5,5,4,2,5,5,5,5,5,5,4,5,5,5,4,5,4,5,5,3,4,5,5,3,4,4,4,5,4,5,3,5,5,5,4
221,ENVS3,pre,4,1,Fall 2022,2,2,2,7,2,2022,4,4,4,4,4,3,4,3,2,4,3,1,4,2,4,3,3,2,4,4,4,3,4,4,4,2,3,3,4,4,4,4,5,3,5,4,3,4,5,2,2,2,2,1,2,4,2,3,3,2,2,1,2,4,4,4,2
221,ENVS3,post,4,2,Fall 2022,2,2,2,7,2,2022,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,3,4,4,4,4,2,4,4,4,4,5,4,4,4,3,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4
222,ENVS3,pre,4,1,Fall 2022,1,2,2,7,2,2022,4,5,5,4,5,5,4,5,4,4,4,2,4,4,5,4,5,4,4,4,4,5,5,5,5,3,5,5,5,5,5,5,5,4,5,5,5,5,4,4,5,4,3,3,2,5,3,4,4,5,2,2,5,4,4,5,4
222,ENVS3,post,4,2,Fall 2022,1,2,2,7,2,2022,3,5,4,5,5,5,5,5,4,5,4,4,5,4,5,4,5,4,5,5,4,5,5,5,5,4,5,3,5,5,5,4,5,4,5,5,5,5,5,4,5,4,4,1,1,5,1,1,5,1,4,4,5,5,5,5,4
223,ENVS3,pre,4,1,Fall 2022,2,2,2,4,2,2022,4,5,4,2,4,4,4,4,4,4,4,1,4,2,4,4,4,4,4,2,4,4,4,4,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,2,4,4,2,4,2,4,1,4,4,4,4
223,ENVS3,post,4,2,Fall 2022,2,2,2,4,2,2022,2,4,3,2,3,3,3,3,2,3,2,2,3,2,4,3,3,3,3,3,3,4,3,3,3,2,4,4,4,4,4,3,4,4,4,4,4,4,4,3,2,3,3,2,3,3,2,2,3,2,2,2,2,3,3,4,2
224,ENVS3,pre,4,1,Fall 2022,1,2,2,7,2,2022,3,3,5,4,5,4,4,4,4,5,4,2,3,2,4,3,3,4,4,5,4,3,4,4,4,2,5,4,5,5,4,3,5,5,4,3,5,4,5,3,4,2,2,3,2,4,5,4,4,5,2,2,4,4,4,5,4
224,ENVS3,post,4,2,Fall 2022,1,2,2,7,2,2022,5,5,5,5,5,5,5,5,5,5,5,3,4,3,5,3,4,4,5,5,4,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,4,3,4,3,3,4,3,3,5,4,5,3
225,ENVS3,pre,4,1,Fall 2022,2,2,2,7,2,2022,3,3,3,2,4,3,3,3,2,3,3,4,4,4,3,4,4,3,4,4,3,3,5,4,5,2,5,4,4,5,5,4,5,4,5,4,5,5,5,4,3,4,4,4,4,3,4,5,5,4,4,3,5,3,4,5,4
225,ENVS3,post,4,2,Fall 2022,2,2,2,7,2,2022,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3
226,ENVS3,pre,4,1,Fall 2022,2,2,1,7,2,2022,5,5,5,5,5,5,5,5,4,5,5,4,4,5,5,4,4,5,5,3,4,4,5,4,4,4,5,4,5,5,5,4,5,4,4,4,4,5,4,4,3,3,3,4,3,4,4,4,5,4,3,4,3,5,4,4,4
226,ENVS3,post,4,2,Fall 2022,2,2,1,7,2,2022,4,4,4,5,4,4,5,5,4,5,4,4,5,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,5,4,5,4,4,5,4,4,4,4,4,4,4,5,4,4,4,4,5,4,4,4,5,4,4,4,4
227,ENVS3,pre,4,1,Fall 2022,1,2,1,7,2,2022,2,5,2,3,5,5,4,3,3,5,2,1,4,2,4,4,4,4,4,1,4,5,4,5,4,1,5,4,5,4,5,3,4,5,5,5,3,5,5,4,2,4,4,1,3,2,4,3,3,4,3,3,3,3,4,5,3
